roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,percentage,pass_fail
std-1729,male,group C,some college,0.0,0.0,0.0,71.0,91.0,62.0,224.0,D,56.00000000000001,Pass
std-1730,male,group C,some college,0.0,0.0,61.0,93.0,56.0,69.0,279.0,C,69.75,Pass
std-1731,male,group C,master's degree,0.0,1.0,76.0,87.0,79.0,75.0,317.0,B,79.25,Pass
std-1732,male,group D,master's degree,1.0,0.0,49.0,81.0,43.0,38.0,211.0,D,52.75,Pass
std-1733,male,group B,some college,0.0,1.0,74.0,41.0,66.0,84.0,265.0,C,66.25,Pass
std-1734,male,group C,high school,1.0,0.0,52.0,66.0,78.0,50.0,246.0,D,61.5,Pass
std-1735,male,group C,some college,1.0,0.0,29.0,68.0,55.0,94.0,246.0,D,61.5,Pass
std-1736,male,group D,some high school,1.0,0.0,63.0,87.0,60.0,82.0,292.0,C,73.0,Pass
std-1737,male,group E,associate's degree,0.0,0.0,85.0,66.0,53.0,100.0,304.0,B,76.0,Pass
std-1738,male,group E,bachelor's degree,0.0,0.0,58.0,76.0,52.0,87.0,273.0,C,68.25,Pass
std-1739,male,group A,some high school,1.0,1.0,60.0,60.0,82.0,46.0,248.0,D,62.0,Pass
std-1740,male,group B,associate's degree,0.0,0.0,27.0,67.0,57.0,56.0,207.0,D,51.74999999999999,Pass
std-1741,male,group B,some college,0.0,1.0,63.0,61.0,41.0,50.0,215.0,D,53.75,Pass
std-1742,male,group B,high school,0.0,0.0,18.0,17.0,75.0,35.0,145.0,D,36.25,Fail
std-1743,male,group C,bachelor's degree,1.0,1.0,66.0,48.0,50.0,38.0,202.0,D,50.5,Pass
std-1744,male,group E,some college,0.0,0.0,48.0,59.0,77.0,45.0,229.0,D,57.25,Pass
std-1745,male,group A,associate's degree,1.0,0.0,38.0,66.0,43.0,42.0,189.0,D,47.25,Pass
std-1746,male,group B,associate's degree,0.0,0.0,17.0,54.0,98.0,97.0,266.0,C,66.5,Pass
std-1747,male,group D,associate's degree,1.0,0.0,72.0,80.0,72.0,84.0,308.0,B,77.0,Pass
std-1748,male,group C,associate's degree,1.0,1.0,54.0,55.0,67.0,74.0,250.0,C,62.5,Pass
std-1749,male,group B,some college,0.0,0.0,94.0,74.0,58.0,57.0,283.0,C,70.75,Pass
std-1750,male,group B,bachelor's degree,1.0,1.0,30.0,65.0,84.0,63.0,242.0,D,60.5,Pass
std-1751,male,group E,some college,1.0,0.0,70.0,78.0,62.0,100.0,310.0,B,77.5,Pass
std-1752,male,group A,high school,0.0,1.0,23.0,45.0,69.0,52.0,189.0,D,47.25,Pass
std-1753,male,group D,bachelor's degree,0.0,0.0,25.0,50.0,48.0,79.0,202.0,D,50.5,Pass
std-1754,male,group B,associate's degree,0.0,1.0,67.0,42.0,49.0,44.0,202.0,D,50.5,Pass
std-1755,male,group B,high school,0.0,1.0,90.0,75.0,36.0,80.0,281.0,C,70.25,Pass
std-1756,male,group C,some college,1.0,1.0,63.0,72.0,54.0,92.0,281.0,C,70.25,Pass
std-1757,male,group A,high school,1.0,0.0,50.0,52.0,52.0,78.0,232.0,D,57.99999999999999,Pass
std-1758,male,group D,some high school,1.0,0.0,21.0,92.0,98.0,100.0,311.0,B,77.75,Pass
std-1759,male,group D,master's degree,1.0,1.0,38.0,84.0,84.0,91.0,297.0,C,74.25,Pass
std-1760,male,group C,some college,0.0,1.0,30.0,78.0,65.0,82.0,255.0,C,63.74999999999999,Pass
std-1761,male,group C,associate's degree,1.0,1.0,83.0,69.0,81.0,90.0,323.0,B,80.75,Pass
std-1762,male,group B,master's degree,0.0,0.0,51.0,75.0,52.0,83.0,261.0,C,65.25,Pass
std-1763,male,group C,bachelor's degree,1.0,1.0,57.0,76.0,80.0,55.0,268.0,C,67.0,Pass
std-1764,male,group E,high school,0.0,1.0,61.0,100.0,100.0,80.0,341.0,B,85.25,Pass
std-1765,male,group C,some college,0.0,0.0,84.0,23.0,45.0,88.0,240.0,D,60.0,Pass
std-1766,male,group D,some college,1.0,1.0,31.0,100.0,67.0,85.0,283.0,C,70.75,Pass
std-1767,male,group E,some high school,0.0,1.0,41.0,96.0,35.0,41.0,213.0,D,53.25,Pass
std-1768,male,group C,bachelor's degree,1.0,0.0,60.0,80.0,58.0,76.0,274.0,C,68.5,Pass
std-1769,male,group D,master's degree,1.0,0.0,13.0,82.0,84.0,42.0,221.0,D,55.25,Pass
std-1770,male,group D,high school,1.0,0.0,61.0,71.0,62.0,92.0,286.0,C,71.5,Pass
std-1771,male,group D,high school,0.0,0.0,64.0,100.0,49.0,74.0,287.0,C,71.75,Pass
std-1772,male,group D,some high school,1.0,0.0,64.0,94.0,66.0,50.0,274.0,C,68.5,Pass
std-1773,male,group B,master's degree,0.0,0.0,87.0,59.0,85.0,65.0,296.0,C,74.0,Pass
std-1774,male,group B,associate's degree,0.0,0.0,65.0,76.0,73.0,57.0,271.0,C,67.75,Pass
std-1775,male,group E,associate's degree,1.0,0.0,56.0,100.0,60.0,68.0,284.0,C,71.0,Pass
std-1776,male,group C,some college,0.0,1.0,37.0,71.0,73.0,34.0,215.0,D,53.75,Pass
std-1777,male,group C,high school,1.0,1.0,88.0,82.0,65.0,51.0,286.0,C,71.5,Pass
std-1778,male,group B,master's degree,1.0,1.0,72.0,45.0,71.0,41.0,229.0,D,57.25,Pass
std-1779,male,group C,some college,1.0,0.0,33.0,51.0,72.0,76.0,232.0,D,57.99999999999999,Pass
std-1780,male,group D,some college,0.0,1.0,14.0,57.0,58.0,88.0,217.0,D,54.25,Pass
std-1781,male,group E,some college,1.0,1.0,30.0,65.0,96.0,59.0,250.0,C,62.5,Pass
std-1782,male,group A,some college,0.0,0.0,69.0,100.0,92.0,83.0,344.0,B,86.0,Pass
std-1783,male,group C,some college,1.0,0.0,100.0,61.0,60.0,48.0,269.0,C,67.25,Pass
std-1784,male,group C,bachelor's degree,1.0,0.0,62.0,76.0,93.0,75.0,306.0,B,76.5,Pass
std-1785,male,group B,bachelor's degree,0.0,1.0,39.0,89.0,77.0,26.0,231.0,D,57.75,Pass
std-1786,male,group D,some high school,0.0,0.0,37.0,89.0,69.0,41.0,236.0,D,59.0,Pass
std-1787,male,group B,high school,0.0,0.0,58.0,100.0,57.0,66.0,281.0,C,70.25,Pass
std-1788,male,group C,high school,1.0,0.0,39.0,64.0,74.0,72.0,249.0,D,62.25000000000001,Pass
std-1789,male,group A,high school,0.0,1.0,80.0,50.0,58.0,59.0,247.0,D,61.75000000000001,Pass
std-1790,male,group D,some college,0.0,0.0,70.0,59.0,45.0,89.0,263.0,C,65.75,Pass
std-1791,male,group C,bachelor's degree,0.0,0.0,44.0,71.0,43.0,56.0,214.0,D,53.5,Pass
std-1792,male,group E,some high school,0.0,0.0,20.0,53.0,59.0,70.0,202.0,D,50.5,Pass
std-1793,male,group D,some college,1.0,0.0,41.0,80.0,42.0,73.0,236.0,D,59.0,Pass
std-1794,male,group D,bachelor's degree,1.0,0.0,22.0,82.0,95.0,52.0,251.0,C,62.74999999999999,Pass
std-1795,male,group B,some high school,1.0,0.0,66.0,100.0,72.0,84.0,322.0,B,80.5,Pass
std-1796,male,group B,bachelor's degree,1.0,1.0,28.0,63.0,53.0,100.0,244.0,D,61.0,Pass
std-1797,male,group C,master's degree,1.0,0.0,90.0,76.0,83.0,49.0,298.0,C,74.5,Pass
std-1798,male,group B,some college,1.0,0.0,81.0,82.0,73.0,47.0,283.0,C,70.75,Pass
std-1799,male,group C,some high school,0.0,1.0,33.0,96.0,84.0,68.0,281.0,C,70.25,Pass
std-1800,male,group C,some college,1.0,1.0,23.0,63.0,88.0,62.0,236.0,D,59.0,Pass
std-1801,male,group D,master's degree,1.0,1.0,56.0,47.0,88.0,51.0,242.0,D,60.5,Pass
std-1802,male,group A,associate's degree,1.0,1.0,17.0,60.0,71.0,56.0,204.0,D,51.0,Pass
std-1803,male,group C,some college,0.0,0.0,38.0,100.0,98.0,77.0,313.0,B,78.25,Pass
std-1804,male,group E,high school,1.0,0.0,58.0,65.0,62.0,47.0,232.0,D,57.99999999999999,Pass
std-1805,male,group C,high school,0.0,1.0,37.0,81.0,49.0,89.0,256.0,C,64.0,Pass
std-1806,male,group C,associate's degree,1.0,1.0,94.0,35.0,64.0,61.0,254.0,C,63.5,Pass
std-1807,male,group C,high school,0.0,0.0,45.0,53.0,65.0,30.0,193.0,D,48.25,Pass
std-1808,male,group D,some college,1.0,0.0,26.0,65.0,71.0,44.0,206.0,D,51.5,Pass
std-1809,male,group B,bachelor's degree,0.0,1.0,38.0,46.0,62.0,70.0,216.0,D,54.0,Pass
std-1810,male,group B,some high school,1.0,0.0,30.0,88.0,25.0,72.0,215.0,D,53.75,Pass
std-1811,male,group E,bachelor's degree,0.0,0.0,44.0,100.0,56.0,97.0,297.0,C,74.25,Pass
std-1812,male,group B,bachelor's degree,0.0,0.0,18.0,70.0,51.0,73.0,212.0,D,53.0,Pass
std-1813,male,group E,associate's degree,1.0,0.0,28.0,69.0,64.0,51.0,212.0,D,53.0,Pass
std-1814,male,group B,high school,1.0,1.0,42.0,74.0,71.0,49.0,236.0,D,59.0,Pass
std-1815,male,group A,high school,1.0,1.0,57.0,64.0,97.0,62.0,280.0,C,70.0,Pass
std-1816,male,group D,some college,1.0,0.0,79.0,94.0,74.0,60.0,307.0,B,76.75,Pass
std-1817,male,group B,master's degree,1.0,1.0,66.0,68.0,30.0,37.0,201.0,D,50.24999999999999,Pass
std-1818,male,group D,high school,0.0,0.0,78.0,89.0,40.0,76.0,283.0,C,70.75,Pass
std-1819,male,group D,some college,0.0,0.0,25.0,100.0,27.0,100.0,252.0,C,63.0,Pass
std-1820,male,group B,associate's degree,0.0,0.0,22.0,85.0,88.0,78.0,273.0,C,68.25,Pass
std-1821,male,group B,some college,1.0,0.0,45.0,94.0,100.0,91.0,330.0,B,82.5,Pass
std-1822,male,group B,bachelor's degree,0.0,0.0,55.0,45.0,88.0,92.0,280.0,C,70.0,Pass
std-1823,male,group C,high school,1.0,1.0,96.0,100.0,75.0,56.0,327.0,B,81.75,Pass
std-1824,male,group D,some college,0.0,1.0,42.0,76.0,65.0,86.0,269.0,C,67.25,Pass
std-1826,male,group C,some high school,1.0,1.0,52.0,74.0,72.0,35.0,233.0,D,58.25,Pass
std-1827,male,group B,master's degree,1.0,1.0,70.0,74.0,76.0,80.0,300.0,B,75.0,Pass
std-1828,male,group C,high school,0.0,0.0,30.0,97.0,63.0,27.0,217.0,D,54.25,Pass
std-1829,male,group C,high school,1.0,0.0,74.0,77.0,97.0,53.0,301.0,B,75.25,Pass
std-1830,male,group B,associate's degree,0.0,1.0,31.0,96.0,88.0,64.0,279.0,C,69.75,Pass
std-1831,male,group D,some college,0.0,1.0,99.0,72.0,61.0,87.0,319.0,B,79.75,Pass
std-1832,male,group B,some high school,1.0,0.0,61.0,87.0,29.0,84.0,261.0,C,65.25,Pass
std-1833,male,group D,bachelor's degree,0.0,1.0,89.0,88.0,36.0,75.0,288.0,C,72.0,Pass
std-1834,male,group E,some high school,0.0,0.0,40.0,98.0,49.0,56.0,243.0,D,60.75000000000001,Pass
std-1835,male,group A,some college,1.0,0.0,62.0,79.0,52.0,72.0,265.0,C,66.25,Pass
std-1836,male,group D,bachelor's degree,1.0,1.0,78.0,93.0,73.0,77.0,321.0,B,80.25,Pass
std-1837,male,group A,high school,1.0,0.0,41.0,88.0,66.0,76.0,271.0,C,67.75,Pass
std-1838,male,group D,some college,0.0,1.0,83.0,89.0,91.0,71.0,334.0,B,83.5,Pass
std-1839,male,group B,associate's degree,0.0,0.0,77.0,51.0,38.0,44.0,210.0,D,52.5,Pass
std-1840,male,group C,bachelor's degree,1.0,1.0,21.0,69.0,61.0,34.0,185.0,D,46.25,Pass
std-1841,male,group C,high school,0.0,0.0,31.0,68.0,37.0,100.0,236.0,D,59.0,Pass
std-1842,male,group D,some college,1.0,1.0,74.0,86.0,56.0,39.0,255.0,C,63.74999999999999,Pass
std-1843,male,group E,associate's degree,1.0,0.0,18.0,83.0,32.0,60.0,193.0,D,48.25,Pass
std-1844,male,group C,master's degree,1.0,1.0,74.0,88.0,58.0,56.0,276.0,C,69.0,Pass
std-1845,male,group D,master's degree,0.0,1.0,73.0,75.0,34.0,66.0,248.0,D,62.0,Pass
std-1846,male,group A,associate's degree,1.0,0.0,22.0,82.0,59.0,97.0,260.0,C,65.0,Pass
std-1847,male,group E,some college,0.0,1.0,69.0,78.0,57.0,90.0,294.0,C,73.5,Pass
std-1848,male,group C,some college,1.0,1.0,12.0,74.0,94.0,60.0,240.0,D,60.0,Pass
std-1849,male,group C,bachelor's degree,0.0,0.0,50.0,100.0,37.0,90.0,277.0,C,69.25,Pass
std-1850,male,group C,some high school,0.0,1.0,62.0,69.0,60.0,60.0,251.0,C,62.74999999999999,Pass
std-1851,male,group B,bachelor's degree,1.0,0.0,41.0,47.0,72.0,62.0,222.0,D,55.50000000000001,Pass
std-1852,male,group D,some college,1.0,1.0,82.0,58.0,87.0,91.0,318.0,B,79.5,Pass
std-1853,male,group C,high school,1.0,0.0,23.0,100.0,99.0,37.0,259.0,C,64.75,Pass
std-1854,male,group B,some high school,1.0,0.0,44.0,57.0,60.0,29.0,190.0,D,47.5,Pass
std-1855,male,group E,some college,0.0,1.0,55.0,46.0,34.0,46.0,181.0,D,45.25,Pass
std-1856,male,group B,associate's degree,0.0,0.0,34.0,88.0,83.0,75.0,280.0,C,70.0,Pass
std-1857,male,group C,some high school,1.0,0.0,44.0,77.0,60.0,94.0,275.0,C,68.75,Pass
std-1858,male,group D,high school,1.0,0.0,53.0,76.0,74.0,82.0,285.0,C,71.25,Pass
std-1859,male,group D,bachelor's degree,1.0,0.0,16.0,76.0,97.0,9.0,198.0,D,49.5,Pass
std-1860,male,group C,some college,1.0,0.0,29.0,73.0,64.0,37.0,203.0,D,50.74999999999999,Pass
std-1861,male,group C,master's degree,1.0,1.0,65.0,94.0,83.0,35.0,277.0,C,69.25,Pass
std-1862,male,group B,some college,1.0,0.0,57.0,58.0,89.0,52.0,256.0,C,64.0,Pass
std-1863,male,group A,high school,0.0,0.0,39.0,67.0,61.0,83.0,250.0,C,62.5,Pass
std-1864,male,group C,some college,1.0,0.0,90.0,77.0,70.0,76.0,313.0,B,78.25,Pass
std-1865,male,group B,bachelor's degree,0.0,0.0,35.0,77.0,46.0,96.0,254.0,C,63.5,Pass
std-1866,male,group C,associate's degree,0.0,0.0,40.0,79.0,58.0,12.0,189.0,D,47.25,Pass
std-1867,male,group D,associate's degree,0.0,0.0,73.0,34.0,60.0,20.0,187.0,D,46.75,Pass
std-1868,male,group B,master's degree,1.0,1.0,92.0,43.0,60.0,65.0,260.0,C,65.0,Pass
std-1869,male,group C,high school,1.0,0.0,75.0,79.0,91.0,50.0,295.0,C,73.75,Pass
std-1870,male,group E,some college,0.0,0.0,63.0,44.0,39.0,46.0,192.0,D,48.0,Pass
std-1871,male,group D,some college,1.0,0.0,77.0,62.0,95.0,46.0,280.0,C,70.0,Pass
std-1872,male,group D,some college,1.0,1.0,55.0,81.0,54.0,38.0,228.0,D,56.99999999999999,Pass
std-1873,male,group B,master's degree,0.0,0.0,80.0,81.0,87.0,88.0,336.0,B,84.0,Pass
std-1874,male,group C,bachelor's degree,0.0,0.0,48.0,76.0,71.0,68.0,263.0,C,65.75,Pass
std-1875,male,group E,master's degree,0.0,0.0,28.0,100.0,94.0,45.0,267.0,C,66.75,Pass
std-1876,male,group D,high school,0.0,1.0,27.0,33.0,70.0,74.0,204.0,D,51.0,Pass
std-1877,male,group B,master's degree,1.0,0.0,25.0,58.0,64.0,31.0,178.0,D,44.5,Pass
std-1878,male,group C,bachelor's degree,0.0,0.0,40.0,84.0,42.0,74.0,240.0,D,60.0,Pass
std-1879,male,group C,bachelor's degree,0.0,0.0,30.0,96.0,64.0,83.0,273.0,C,68.25,Pass
std-1880,male,group C,bachelor's degree,1.0,0.0,81.0,57.0,71.0,100.0,309.0,B,77.25,Pass
std-1881,male,group D,master's degree,1.0,0.0,58.0,55.0,53.0,49.0,215.0,D,53.75,Pass
std-1882,male,group B,high school,0.0,0.0,17.0,92.0,92.0,52.0,253.0,C,63.24999999999999,Pass
std-1883,male,group C,associate's degree,1.0,0.0,11.0,43.0,54.0,32.0,140.0,D,35.0,Fail
std-1884,male,group E,bachelor's degree,1.0,1.0,37.0,70.0,59.0,42.0,208.0,D,52.0,Pass
std-1885,male,group C,bachelor's degree,1.0,0.0,79.0,97.0,94.0,82.0,352.0,A,88.0,Pass
std-1886,male,group A,master's degree,1.0,0.0,31.0,85.0,70.0,60.0,246.0,D,61.5,Pass
std-1887,male,group C,high school,1.0,0.0,64.0,71.0,51.0,100.0,286.0,C,71.5,Pass
std-1888,male,group D,associate's degree,0.0,1.0,39.0,81.0,65.0,35.0,220.0,D,55.00000000000001,Pass
std-1889,male,group C,some high school,1.0,1.0,40.0,100.0,61.0,57.0,258.0,C,64.5,Pass
std-1890,male,group E,high school,0.0,0.0,28.0,78.0,93.0,85.0,284.0,C,71.0,Pass
std-1891,male,group D,some college,0.0,0.0,42.0,61.0,65.0,91.0,259.0,C,64.75,Pass
std-1892,male,group E,bachelor's degree,0.0,1.0,62.0,64.0,52.0,43.0,221.0,D,55.25,Pass
std-1893,male,group B,some college,1.0,0.0,32.0,66.0,81.0,76.0,255.0,C,63.74999999999999,Pass
std-1894,male,group E,some college,0.0,1.0,54.0,71.0,60.0,23.0,208.0,D,52.0,Pass
std-1895,male,group E,high school,1.0,0.0,27.0,67.0,65.0,87.0,246.0,D,61.5,Pass
std-1896,male,group D,bachelor's degree,1.0,0.0,32.0,80.0,48.0,26.0,186.0,D,46.5,Pass
std-1897,male,group D,associate's degree,1.0,0.0,10.0,79.0,80.0,44.0,213.0,D,53.25,Pass
std-1898,male,group D,some college,1.0,1.0,74.0,98.0,25.0,68.0,265.0,C,66.25,Pass
std-1899,male,group E,associate's degree,0.0,0.0,23.0,89.0,73.0,57.0,242.0,D,60.5,Pass
std-1900,male,group E,master's degree,0.0,0.0,53.0,67.0,41.0,76.0,237.0,D,59.25,Pass
std-1901,male,group E,some high school,1.0,1.0,57.0,63.0,36.0,50.0,206.0,D,51.5,Pass
std-1902,male,group B,bachelor's degree,0.0,0.0,66.0,44.0,50.0,79.0,239.0,D,59.75,Pass
std-1903,male,group B,bachelor's degree,0.0,1.0,90.0,79.0,54.0,100.0,323.0,B,80.75,Pass
std-1904,male,group B,associate's degree,1.0,1.0,18.0,74.0,85.0,18.0,195.0,D,48.75,Pass
std-1905,male,group E,some college,1.0,0.0,52.0,80.0,56.0,61.0,249.0,D,62.25000000000001,Pass
std-1906,male,group C,associate's degree,0.0,0.0,55.0,100.0,79.0,57.0,291.0,C,72.75,Pass
std-1907,male,group C,bachelor's degree,0.0,0.0,8.0,62.0,73.0,56.0,199.0,D,49.75,Pass
std-1908,male,group C,master's degree,1.0,1.0,33.0,92.0,64.0,66.0,255.0,C,63.74999999999999,Pass
std-1909,male,group D,some high school,0.0,1.0,54.0,75.0,71.0,85.0,285.0,C,71.25,Pass
std-1910,male,group D,high school,0.0,0.0,45.0,66.0,58.0,70.0,239.0,D,59.75,Pass
std-1911,male,group D,bachelor's degree,0.0,0.0,86.0,43.0,88.0,64.0,281.0,C,70.25,Pass
std-1912,male,group C,associate's degree,0.0,0.0,13.0,62.0,33.0,31.0,139.0,D,34.75,Fail
std-1913,male,group C,some college,1.0,0.0,41.0,75.0,54.0,99.0,269.0,C,67.25,Pass
std-1914,male,group A,some high school,1.0,1.0,35.0,76.0,62.0,21.0,194.0,D,48.5,Pass
std-1915,male,group C,some college,1.0,0.0,48.0,91.0,37.0,70.0,246.0,D,61.5,Pass
std-1916,male,group A,bachelor's degree,1.0,1.0,83.0,34.0,75.0,51.0,243.0,D,60.75000000000001,Pass
std-1917,male,group A,associate's degree,1.0,0.0,71.0,73.0,79.0,48.0,271.0,C,67.75,Pass
std-1918,male,group C,associate's degree,1.0,1.0,51.0,25.0,55.0,63.0,194.0,D,48.5,Pass
std-1919,male,group C,master's degree,1.0,1.0,48.0,73.0,41.0,77.0,239.0,D,59.75,Pass
std-1920,male,group C,associate's degree,0.0,0.0,28.0,72.0,63.0,54.0,217.0,D,54.25,Pass
std-1921,male,group C,bachelor's degree,0.0,0.0,27.0,81.0,55.0,60.0,223.0,D,55.75,Pass
std-1922,male,group B,some college,1.0,1.0,65.0,58.0,81.0,47.0,251.0,C,62.74999999999999,Pass
std-1923,male,group C,high school,0.0,0.0,81.0,100.0,78.0,83.0,342.0,B,85.5,Pass
std-1924,male,group D,high school,0.0,0.0,84.0,87.0,52.0,79.0,302.0,B,75.5,Pass
std-1925,male,group D,some college,0.0,0.0,23.0,90.0,94.0,70.0,277.0,C,69.25,Pass
std-1926,male,group D,associate's degree,1.0,0.0,36.0,87.0,54.0,52.0,229.0,D,57.25,Pass
std-1927,male,group C,bachelor's degree,1.0,1.0,68.0,61.0,72.0,78.0,279.0,C,69.75,Pass
std-1928,male,group D,some high school,0.0,0.0,23.0,98.0,57.0,42.0,220.0,D,55.00000000000001,Pass
std-1929,male,group C,high school,1.0,0.0,52.0,79.0,86.0,67.0,284.0,C,71.0,Pass
std-1930,male,group C,high school,1.0,1.0,37.0,77.0,63.0,64.0,241.0,D,60.25,Pass
std-1931,male,group D,associate's degree,1.0,0.0,32.0,45.0,53.0,39.0,169.0,D,42.25,Pass
std-1932,male,group E,associate's degree,1.0,1.0,37.0,50.0,89.0,68.0,244.0,D,61.0,Pass
std-1933,male,group B,associate's degree,0.0,0.0,47.0,45.0,61.0,34.0,187.0,D,46.75,Pass
std-1934,male,group D,associate's degree,0.0,0.0,69.0,65.0,55.0,46.0,235.0,D,58.75,Pass
std-1935,male,group D,some high school,0.0,0.0,56.0,100.0,51.0,42.0,249.0,D,62.25000000000001,Pass
std-1936,male,group B,some college,0.0,0.0,27.0,91.0,80.0,63.0,261.0,C,65.25,Pass
std-1937,male,group C,high school,0.0,1.0,38.0,70.0,76.0,63.0,247.0,D,61.75000000000001,Pass
std-1938,male,group A,bachelor's degree,1.0,1.0,72.0,78.0,91.0,67.0,308.0,B,77.0,Pass
std-1939,male,group E,some high school,1.0,0.0,49.0,100.0,43.0,66.0,258.0,C,64.5,Pass
std-1940,male,group D,associate's degree,1.0,1.0,37.0,76.0,68.0,14.0,195.0,D,48.75,Pass
std-1941,male,group B,high school,0.0,0.0,77.0,82.0,75.0,65.0,299.0,C,74.75,Pass
std-1942,male,group C,some college,1.0,0.0,63.0,41.0,97.0,63.0,264.0,C,66.0,Pass
std-1943,male,group B,some high school,0.0,0.0,82.0,60.0,70.0,55.0,267.0,C,66.75,Pass
std-1944,male,group D,some college,1.0,0.0,43.0,53.0,27.0,72.0,195.0,D,48.75,Pass
std-1945,male,group B,some college,1.0,0.0,58.0,66.0,100.0,35.0,259.0,C,64.75,Pass
std-1946,male,group D,bachelor's degree,1.0,0.0,22.0,41.0,34.0,61.0,158.0,D,39.5,Fail
std-1947,male,group C,high school,0.0,0.0,79.0,45.0,82.0,76.0,282.0,C,70.5,Pass
std-1948,male,group C,some college,0.0,1.0,50.0,51.0,71.0,36.0,208.0,D,52.0,Pass
std-1949,male,group C,associate's degree,0.0,0.0,23.0,35.0,76.0,68.0,202.0,D,50.5,Pass
std-1950,male,group A,some college,0.0,1.0,91.0,87.0,74.0,58.0,310.0,B,77.5,Pass
std-1951,male,group B,some high school,1.0,1.0,100.0,94.0,66.0,60.0,320.0,B,80.0,Pass
std-1952,male,group B,high school,0.0,0.0,47.0,66.0,100.0,47.0,260.0,C,65.0,Pass
std-1953,male,group E,some high school,1.0,0.0,69.0,96.0,100.0,73.0,338.0,B,84.5,Pass
std-1954,male,group C,some college,1.0,0.0,90.0,68.0,94.0,10.0,262.0,C,65.5,Pass
std-1955,male,group A,some college,1.0,0.0,47.0,49.0,80.0,50.0,226.0,D,56.49999999999999,Pass
std-1956,male,group C,bachelor's degree,1.0,0.0,74.0,76.0,89.0,71.0,310.0,B,77.5,Pass
std-1957,male,group D,some high school,0.0,0.0,37.0,71.0,57.0,57.0,222.0,D,55.50000000000001,Pass
std-1958,male,group C,associate's degree,0.0,1.0,61.0,85.0,80.0,48.0,274.0,C,68.5,Pass
std-1959,male,group D,bachelor's degree,1.0,1.0,86.0,55.0,78.0,88.0,307.0,B,76.75,Pass
std-1960,male,group C,associate's degree,1.0,0.0,87.0,77.0,46.0,92.0,302.0,B,75.5,Pass
std-1961,male,group D,bachelor's degree,1.0,1.0,100.0,100.0,51.0,81.0,332.0,B,83.0,Pass
std-1962,male,group B,some college,0.0,0.0,60.0,63.0,51.0,48.0,222.0,D,55.50000000000001,Pass
std-1963,male,group B,some high school,0.0,1.0,77.0,99.0,36.0,69.0,281.0,C,70.25,Pass
std-1965,male,group B,some high school,1.0,0.0,55.0,78.0,71.0,93.0,297.0,C,74.25,Pass
std-1966,male,group C,bachelor's degree,1.0,0.0,64.0,86.0,52.0,56.0,258.0,C,64.5,Pass
std-1967,male,group C,master's degree,1.0,0.0,15.0,77.0,43.0,37.0,172.0,D,43.0,Pass
std-1968,male,group B,high school,1.0,0.0,34.0,45.0,77.0,58.0,214.0,D,53.5,Pass
std-1969,male,group C,some college,1.0,1.0,40.0,83.0,65.0,69.0,257.0,C,64.25,Pass
std-1970,male,group D,master's degree,1.0,0.0,30.0,23.0,72.0,56.0,181.0,D,45.25,Pass
std-1971,male,group C,high school,1.0,1.0,34.0,62.0,33.0,52.0,181.0,D,45.25,Pass
std-1972,male,group C,bachelor's degree,1.0,0.0,30.0,67.0,79.0,69.0,245.0,D,61.25000000000001,Pass
std-1973,male,group D,bachelor's degree,0.0,0.0,24.0,70.0,67.0,96.0,257.0,C,64.25,Pass
std-1974,male,group B,master's degree,1.0,0.0,44.0,50.0,53.0,57.0,204.0,D,51.0,Pass
std-1975,male,group D,some college,1.0,0.0,62.0,70.0,83.0,88.0,303.0,B,75.75,Pass
std-1976,male,group B,associate's degree,1.0,0.0,81.0,77.0,71.0,74.0,303.0,B,75.75,Pass
std-1977,male,group B,master's degree,1.0,0.0,16.0,71.0,61.0,45.0,193.0,D,48.25,Pass
std-1978,male,group C,some high school,1.0,0.0,80.0,100.0,89.0,73.0,342.0,B,85.5,Pass
std-1979,male,group A,some high school,0.0,1.0,70.0,100.0,49.0,32.0,251.0,C,62.74999999999999,Pass
std-1980,male,group C,associate's degree,1.0,0.0,45.0,57.0,49.0,100.0,251.0,C,62.74999999999999,Pass
std-1981,male,group E,some college,0.0,0.0,30.0,93.0,49.0,88.0,260.0,C,65.0,Pass
std-1982,male,group B,associate's degree,1.0,0.0,38.0,44.0,90.0,28.0,200.0,D,50.0,Pass
std-1983,male,group C,some college,0.0,0.0,12.0,98.0,72.0,65.0,247.0,D,61.75000000000001,Pass
std-1984,male,group C,associate's degree,0.0,0.0,35.0,74.0,46.0,100.0,255.0,C,63.74999999999999,Pass
std-1985,male,group C,some college,0.0,1.0,58.0,53.0,100.0,36.0,247.0,D,61.75000000000001,Pass
std-1986,male,group D,some high school,0.0,1.0,10.0,90.0,79.0,29.0,208.0,D,52.0,Pass
std-1987,male,group D,some college,1.0,0.0,97.0,78.0,60.0,72.0,307.0,B,76.75,Pass
std-1988,male,group B,associate's degree,0.0,0.0,50.0,86.0,64.0,58.0,258.0,C,64.5,Pass
